model,problem_type,problem_name,parallelism_model,response_time,total_tokens,prompt_tokens,source_write_success,did_build,is_source_valid,did_any_run,did_all_run,are_any_valid,are_all_valid,best_runtime,avg_runtime,speedup_2proc,speedup_4proc,num_successful_runs
Gemini Pro,search,36_search_check_if_array_contains_value,mpi,,,,True,True,True,True,True,True,True,0.0003018,0.0004590666666666,1.8436050364479784,1.0720616570327552,3
Gemini Pro,search,36_search_check_if_array_contains_value,serial,,,,True,True,True,True,True,True,True,0.0007733918,0.0007733918,,,1
Gemini Pro,fft,05_fft_inverse_fft,mpi,,,,True,True,True,True,True,True,True,0.0077706,0.0093020166666666,0.9496028351460344,0.6501261247693988,3
Gemini Pro,fft,05_fft_inverse_fft,serial,,,,True,True,True,True,True,True,True,0.0071740336,0.0071740336,,,1
Gemini Pro,fft,08_fft_split_fft,mpi,,,,True,True,True,False,False,False,False,,,,,0
Gemini Pro,fft,08_fft_split_fft,serial,,,,True,True,True,True,True,True,True,0.0055134584,0.0055134584,,,1
Gemini Pro,fft,07_fft_fft_conjugate,mpi,,,,True,True,True,True,True,False,False,,,,,0
Gemini Pro,fft,07_fft_fft_conjugate,serial,,,,True,True,True,True,True,False,False,,,,,0
Gemini Pro,fft,09_fft_fft_out_of_place,mpi,,,,True,True,True,False,False,False,False,,,,,0
Gemini Pro,fft,09_fft_fft_out_of_place,serial,,,,True,True,True,True,True,True,True,0.0109386834,0.0109386834,,,1
Gemini Pro,fft,06_fft_dft,mpi,,,,True,True,True,True,True,True,True,0.0201068,0.0450912666666666,1.4570113157310849,3.3965723038971887,3
Gemini Pro,fft,06_fft_dft,serial,,,,True,True,True,True,True,False,False,,,,,0
Gemini Pro,scan,33_scan_reverse_prefix_sum,mpi,,,,True,False,True,False,False,False,False,,,,,0
Gemini Pro,scan,33_scan_reverse_prefix_sum,serial,,,,True,True,True,True,True,True,True,0.0030186166,0.0030186166,,,1
Gemini Pro,scan,30_scan_prefix_sum,mpi,,,,True,True,True,True,True,True,True,0.0223341,0.0243144,1.2579508464634797,1.24790462780771,3
Gemini Pro,scan,30_scan_prefix_sum,serial,,,,True,True,True,True,True,True,True,0.012877967,0.012877967,,,1
Gemini Pro,scan,34_scan_largest_contiguous_subarray_sum,mpi,,,,True,True,True,True,True,True,True,5.08e-05,0.0001200333333333,1.0388925510876732,3.1023622047244097,3
Gemini Pro,scan,34_scan_largest_contiguous_subarray_sum,serial,,,,True,True,True,True,True,True,True,2.5e-08,2.5e-08,,,1
Gemini Pro,scan,32_scan_sum_of_prefix_sum_array,mpi,,,,True,True,True,True,True,True,True,0.0020102,0.0038315999999999,1.7804291744840524,3.021291413789672,3
Gemini Pro,scan,32_scan_sum_of_prefix_sum_array,serial,,,,True,True,True,True,True,True,True,6.66e-08,6.66e-08,,,1
Gemini Pro,scan,31_scan_scan_with_min_function,mpi,,,,True,True,True,True,True,True,True,0.0012325,0.0019763,1.550450743999131,2.3164300202839754,3
Gemini Pro,scan,31_scan_scan_with_min_function,serial,,,,True,True,True,True,True,True,True,0.0087688668,0.0087688668,,,1
Gemini Pro,graph,17_graph_highest_degree,mpi,,,,True,True,True,True,True,True,True,0.0022906,0.00249065,0.835375638220277,0.9390206407444606,3
Gemini Pro,graph,17_graph_highest_degree,serial,,,,True,True,True,True,True,True,True,4.16e-08,4.16e-08,,,1
Gemini Pro,graph,16_graph_largest_component,mpi,,,,True,False,True,False,False,False,False,,,,,0
Gemini Pro,graph,16_graph_largest_component,serial,,,,True,True,True,True,True,True,True,0.1121536418,0.1121536418,,,1
Gemini Pro,graph,19_graph_shortest_path,mpi,,,,True,False,True,False,False,False,False,,,,,0
Gemini Pro,graph,19_graph_shortest_path,serial,,,,True,False,True,False,False,False,False,,,,,0
Gemini Pro,graph,15_graph_edge_count,mpi,,,,True,True,True,True,True,True,True,0.001513,0.0028244333333333,0.6604165175695984,1.8297422339722405,3
Gemini Pro,graph,15_graph_edge_count,serial,,,,True,True,True,True,True,True,True,0.0021549754,0.0021549754,,,1
Gemini Pro,graph,18_graph_count_components,mpi,,,,True,True,True,True,True,True,True,0.0262111,0.0492362,1.7396078785077285,2.943371319784366,3
Gemini Pro,graph,18_graph_count_components,serial,,,,True,True,True,True,True,True,True,0.089736675,0.089736675,,,1
H2looP v0.1-multimodal,geometry,13_geometry_closest_pair_2d,mpi,12.24145793914795,1581.0,1321.0,True,True,True,True,True,True,True,0.2371048,0.2809910833333333,0.9102841211425045,0.6864742271205103,3
H2looP v0.1-multimodal,geometry,13_geometry_closest_pair_2d,serial,7.955889940261841,1410.0,1276.0,True,True,True,True,True,True,True,1.66e-08,1.66e-08,,,1
H2looP v0.1-multimodal,geometry,11_geometry_convex_hull_perimeter,mpi,37.207160234451294,2188.0,1333.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,geometry,11_geometry_convex_hull_perimeter,serial,31.403347969055176,2000.0,1288.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,geometry,12_geometry_smallest_triangle,mpi,13.805914878845217,1589.0,1301.0,True,True,True,True,True,True,True,0.004071,0.0055543499999999,0.5801955362996324,0.7301652781389842,3
H2looP v0.1-multimodal,geometry,12_geometry_smallest_triangle,serial,8.433601140975952,1437.0,1277.0,True,True,True,True,True,True,True,2.46e-08,2.46e-08,,,1
H2looP v0.1-multimodal,geometry,14_geometry_closest_pair_1d,mpi,13.120519876480104,1501.0,1225.0,True,True,True,True,True,True,False,0.0510214,0.0510214,,,1
H2looP v0.1-multimodal,geometry,14_geometry_closest_pair_1d,serial,6.996554136276245,1339.0,1202.0,True,True,True,True,True,True,True,2.5e-08,2.5e-08,,,1
H2looP v0.1-multimodal,geometry,10_geometry_convex_hull,mpi,28.29794216156006,1943.0,1304.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,geometry,10_geometry_convex_hull,serial,25.104021072387695,1786.0,1260.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,transform,59_transform_map_function,mpi,8.448905229568481,1452.0,1285.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,transform,59_transform_map_function,serial,4.929605007171631,1319.0,1238.0,True,True,True,True,True,True,True,0.0048403666,0.0048403666,,,1
H2looP v0.1-multimodal,transform,57_transform_inverse_offset,mpi,8.907652854919434,1418.0,1245.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,transform,57_transform_inverse_offset,serial,5.73205304145813,1300.0,1200.0,True,True,True,True,True,True,True,0.00057045,0.00057045,,,1
H2looP v0.1-multimodal,transform,55_transform_relu,mpi,12.72776699066162,1544.0,1274.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,transform,55_transform_relu,serial,4.252778053283691,1289.0,1229.0,True,True,True,True,True,True,True,0.020950875,0.020950875,,,1
H2looP v0.1-multimodal,transform,56_transform_negate_odds,mpi,12.13129496574402,1507.0,1251.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,transform,56_transform_negate_odds,serial,4.531466960906982,1282.0,1206.0,True,True,True,True,True,True,True,0.0028294418,0.0028294418,,,1
H2looP v0.1-multimodal,transform,58_transform_squaring,mpi,6.117470026016235,1340.0,1227.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,transform,58_transform_squaring,serial,3.833429098129273,1242.0,1182.0,True,True,True,True,True,True,True,0.0004004334,0.0004004334,,,1
H2looP v0.1-multimodal,reduce,26_reduce_product_of_inverses,mpi,9.64905309677124,1445.0,1248.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,reduce,26_reduce_product_of_inverses,serial,6.633186101913452,1329.0,1205.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,reduce,27_reduce_average,mpi,7.363848924636841,1365.0,1233.0,True,True,True,True,True,True,False,0.0181936,0.0181936,,,1
H2looP v0.1-multimodal,reduce,27_reduce_average,serial,4.050685167312622,1250.0,1191.0,True,True,True,True,True,True,True,0.0215998082,0.0215998082,,,1
H2looP v0.1-multimodal,reduce,28_reduce_smallest_odd_number,mpi,8.060847759246826,1400.0,1246.0,True,True,True,True,True,True,True,0.0645932,0.0701462166666666,0.949503442679822,0.8300648765277019,3
H2looP v0.1-multimodal,reduce,28_reduce_smallest_odd_number,serial,6.950705051422119,1336.0,1205.0,True,True,True,True,True,True,True,0.0315979,0.0315979,,,1
H2looP v0.1-multimodal,reduce,25_reduce_xor,mpi,7.527899980545044,1352.0,1204.0,True,True,True,True,True,True,True,0.0260016,0.0297999833333333,0.9143805628721036,0.7437092504587116,3
H2looP v0.1-multimodal,reduce,25_reduce_xor,serial,3.5347771644592285,1214.0,1163.0,True,True,True,True,True,True,True,0.0250621248,0.0250621248,,,1
H2looP v0.1-multimodal,reduce,29_reduce_sum_of_min_of_pairs,mpi,7.275992155075073,1432.0,1290.0,True,True,True,True,True,True,False,0.0190532,0.0190532,,,1
H2looP v0.1-multimodal,reduce,29_reduce_sum_of_min_of_pairs,serial,5.525740146636963,1338.0,1246.0,True,True,True,True,True,True,True,3.32e-08,3.32e-08,,,1
H2looP v0.1-multimodal,dense_la,00_dense_la_lu_decomp,mpi,12.357012033462524,1532.0,1270.0,True,True,True,True,True,True,True,0.1016818,0.1277256166666666,0.7025722061883024,0.743466541490409,3
H2looP v0.1-multimodal,dense_la,00_dense_la_lu_decomp,serial,6.584417819976807,1350.0,1225.0,True,True,True,True,True,True,True,0.1081606746,0.1081606746,,,1
H2looP v0.1-multimodal,dense_la,04_dense_la_gemv,mpi,12.39129400253296,1553.0,1293.0,True,True,True,True,False,True,False,0.0380384,0.0380384,,,1
H2looP v0.1-multimodal,dense_la,04_dense_la_gemv,serial,5.660978078842163,1349.0,1246.0,True,True,True,True,True,True,True,0.0368379834,0.0368379834,,,1
H2looP v0.1-multimodal,dense_la,02_dense_la_gemm,mpi,11.202245235443115,1555.0,1324.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,dense_la,02_dense_la_gemm,serial,6.184010028839111,1393.0,1277.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,dense_la,01_dense_la_solve,mpi,25.015954971313477,1856.0,1288.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,dense_la,01_dense_la_solve,serial,21.303466081619263,1721.0,1241.0,True,True,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,dense_la,03_dense_la_axpy,mpi,9.397711038589478,1464.0,1273.0,True,True,True,True,True,True,False,0.00914,0.00914,,,1
H2looP v0.1-multimodal,dense_la,03_dense_la_axpy,serial,5.0992419719696045,1309.0,1226.0,True,True,True,True,True,True,True,0.0083039502,0.0083039502,,,1
H2looP v0.1-multimodal,sort,41_sort_k-th_smallest_element,mpi,14.846523761749268,1553.0,1232.0,True,True,True,True,False,False,False,,,,,0
H2looP v0.1-multimodal,sort,41_sort_k-th_smallest_element,serial,5.136094331741333,1276.0,1189.0,True,True,True,True,True,True,True,0.0062933084,0.0062933084,,,1
H2looP v0.1-multimodal,sort,43_sort_sort_an_array_of_structs_by_key,mpi,18.794407844543457,1719.0,1310.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sort,43_sort_sort_an_array_of_structs_by_key,serial,4.2108659744262695,1324.0,1265.0,True,True,True,True,True,True,True,0.0033439248,0.0033439248,,,1
H2looP v0.1-multimodal,sort,44_sort_sort_non-zero_elements,mpi,14.633438110351562,1579.0,1262.0,True,True,True,True,False,True,False,0.0017082,0.0017082,,,1
H2looP v0.1-multimodal,sort,44_sort_sort_non-zero_elements,serial,8.184622764587402,1380.0,1216.0,True,True,True,True,True,True,True,0.001701908,0.001701908,,,1
H2looP v0.1-multimodal,sort,40_sort_sort_an_array_of_complex_numbers_by_magnitude,mpi,24.09739375114441,1845.0,1304.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sort,40_sort_sort_an_array_of_complex_numbers_by_magnitude,serial,4.474167108535767,1331.0,1259.0,True,True,True,True,True,True,True,0.027361475,0.027361475,,,1
H2looP v0.1-multimodal,sort,42_sort_sorted_ranks,mpi,11.628272294998167,1553.0,1308.0,True,True,True,True,False,True,False,0.0166902,0.01764905,0.8969416215693334,,2
H2looP v0.1-multimodal,sort,42_sort_sorted_ranks,serial,7.558708906173706,1412.0,1263.0,True,True,True,True,True,True,True,0.0103633668,0.0103633668,,,1
H2looP v0.1-multimodal,sparse_la,46_sparse_la_spmm,mpi,9.808022022247314,1537.0,1338.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,46_sparse_la_spmm,serial,10.146798133850098,1500.0,1291.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,47_sparse_la_spmv,mpi,12.418656826019289,1606.0,1347.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,47_sparse_la_spmv,serial,8.37524700164795,1464.0,1298.0,True,True,True,True,True,True,True,0.0018850498,0.0018850498,,,1
H2looP v0.1-multimodal,sparse_la,48_sparse_la_sparse_axpy,mpi,15.892621040344238,1690.0,1345.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,48_sparse_la_sparse_axpy,serial,12.531118154525757,1559.0,1298.0,True,True,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,45_sparse_la_sparse_solve,mpi,27.02132296562195,1914.0,1303.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,45_sparse_la_sparse_solve,serial,22.997201919555664,1777.0,1256.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,49_sparse_la_sparse_lu_decomp,mpi,33.72423338890076,2123.0,1349.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,sparse_la,49_sparse_la_sparse_lu_decomp,serial,23.856977701187137,1844.0,1302.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,stencil,50_stencil_xor_kernel,mpi,16.439084768295288,1734.0,1376.0,True,True,True,True,True,True,True,0.0099172,0.0185203333333333,1.9836449209046936,3.0599161053523174,3
H2looP v0.1-multimodal,stencil,50_stencil_xor_kernel,serial,12.80413293838501,1596.0,1330.0,True,True,True,True,True,True,True,0.0283444168,0.0283444168,,,1
H2looP v0.1-multimodal,stencil,51_stencil_edge_kernel,mpi,15.23538303375244,1801.0,1485.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,stencil,51_stencil_edge_kernel,serial,13.544541120529177,1703.0,1437.0,True,True,True,True,True,True,True,0.0493946166,0.0493946166,,,1
H2looP v0.1-multimodal,stencil,53_stencil_2d_jacobi_5-point_stencil,mpi,25.90344786643982,1988.0,1411.0,True,True,True,True,True,True,True,0.0269642,0.0614342166666666,0.405176921736099,0.2969977172407526,3
H2looP v0.1-multimodal,stencil,53_stencil_2d_jacobi_5-point_stencil,serial,11.819573879241943,1615.0,1365.0,True,True,True,True,True,True,True,0.0233507916,0.0233507916,,,1
H2looP v0.1-multimodal,stencil,52_stencil_1d_jacobi_3-point_stencil,mpi,10.685871839523315,1543.0,1328.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,stencil,52_stencil_1d_jacobi_3-point_stencil,serial,7.0093419551849365,1412.0,1282.0,True,True,True,True,True,True,True,0.0132207084,0.0132207084,,,1
H2looP v0.1-multimodal,stencil,54_stencil_game_of_life,mpi,20.16063904762268,1938.0,1497.0,True,True,True,True,False,True,False,0.1546672,0.1546672,,,1
H2looP v0.1-multimodal,stencil,54_stencil_game_of_life,serial,15.631223917007446,1791.0,1452.0,True,True,True,True,True,True,True,0.2674692418,0.2674692418,,,1
H2looP v0.1-multimodal,histogram,20_histogram_pixel_histogram,mpi,8.696319103240967,1462.0,1296.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,histogram,20_histogram_pixel_histogram,serial,3.66312026977539,1303.0,1250.0,True,True,True,True,True,True,True,0.0021790666,0.0021790666,,,1
H2looP v0.1-multimodal,histogram,24_histogram_count_quartile,mpi,15.32518219947815,1690.0,1361.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,histogram,24_histogram_count_quartile,serial,8.25576114654541,1478.0,1314.0,True,True,True,True,True,True,True,0.0447115416,0.0447115416,,,1
H2looP v0.1-multimodal,histogram,22_histogram_count_quadrants,mpi,13.89162278175354,1617.0,1320.0,True,True,True,True,False,True,False,0.0417722,0.0417722,,,1
H2looP v0.1-multimodal,histogram,22_histogram_count_quadrants,serial,7.35118293762207,1410.0,1274.0,True,True,True,True,True,True,True,0.04326395,0.04326395,,,1
H2looP v0.1-multimodal,histogram,23_histogram_first_letter_counts,mpi,10.759035110473633,1560.0,1343.0,True,True,True,True,True,True,False,0.0040134,0.0040134,,,1
H2looP v0.1-multimodal,histogram,23_histogram_first_letter_counts,serial,4.880325078964233,1376.0,1297.0,True,True,True,True,True,True,True,0.0038545918,0.0038545918,,,1
H2looP v0.1-multimodal,histogram,21_histogram_bin_0-100,mpi,10.217154026031494,1531.0,1325.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,histogram,21_histogram_bin_0-100,serial,13.220882892608644,1557.0,1279.0,True,True,True,True,True,True,True,0.052284525,0.052284525,,,1
H2looP v0.1-multimodal,search,39_search_xor_contains,mpi,11.452776908874512,1527.0,1293.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,search,39_search_xor_contains,serial,6.151303052902222,1346.0,1248.0,True,True,True,True,True,True,True,2.63832e-05,2.63832e-05,,,1
H2looP v0.1-multimodal,search,37_search_find_the_closest_number_to_pi,mpi,12.274959802627563,1514.0,1255.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,search,37_search_find_the_closest_number_to_pi,serial,6.551685810089111,1336.0,1212.0,True,True,True,True,True,True,True,3.34e-08,3.34e-08,,,1
H2looP v0.1-multimodal,search,38_search_find_the_first_even_number,mpi,9.655755043029783,1463.0,1266.0,True,True,True,True,True,True,True,0.000284,0.0004208499999999,0.7024486767252041,0.4945581192860253,3
H2looP v0.1-multimodal,search,38_search_find_the_first_even_number,serial,4.8047521114349365,1299.0,1222.0,True,True,True,True,True,True,True,1.66e-08,1.66e-08,,,1
H2looP v0.1-multimodal,search,35_search_search_for_last_struct_by_key,mpi,9.644558906555176,1471.0,1281.0,True,True,True,True,True,True,True,0.0013082,0.0033464499999999,0.488863976083707,0.2160474967589572,3
H2looP v0.1-multimodal,search,35_search_search_for_last_struct_by_key,serial,5.369260787963867,1332.0,1239.0,True,True,True,True,True,True,True,8.4e-09,8.4e-09,,,1
H2looP v0.1-multimodal,search,36_search_check_if_array_contains_value,mpi,7.731724977493286,1401.0,1255.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,search,36_search_check_if_array_contains_value,serial,3.849879264831543,1268.0,1212.0,True,True,True,True,True,True,True,0.0008023916,0.0008023916,,,1
H2looP v0.1-multimodal,fft,05_fft_inverse_fft,mpi,6.213042974472046,1465.0,1359.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,05_fft_inverse_fft,serial,6.714699983596802,1441.0,1314.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,08_fft_split_fft,mpi,16.728036165237427,1707.0,1342.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,08_fft_split_fft,serial,21.533751964569092,1775.0,1297.0,True,True,True,True,True,True,True,0.05843395,0.05843395,,,1
H2looP v0.1-multimodal,fft,07_fft_fft_conjugate,mpi,12.401039123535156,1574.0,1313.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,07_fft_fft_conjugate,serial,18.91008687019348,1675.0,1268.0,True,True,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,09_fft_fft_out_of_place,mpi,33.06233882904053,2057.0,1297.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,fft,09_fft_fft_out_of_place,serial,15.427454233169556,1608.0,1274.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,06_fft_dft,mpi,15.945990800857544,1567.0,1230.0,True,True,True,True,False,False,False,,,,,0
H2looP v0.1-multimodal,fft,06_fft_dft,serial,8.186790943145752,1369.0,1207.0,True,True,True,True,True,True,True,0.0354691666,0.0354691666,,,1
H2looP v0.1-multimodal,scan,33_scan_reverse_prefix_sum,mpi,10.62398386001587,1501.0,1286.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,scan,33_scan_reverse_prefix_sum,serial,5.506700754165649,1337.0,1241.0,True,True,True,True,True,False,False,,,,,0
H2looP v0.1-multimodal,scan,30_scan_prefix_sum,mpi,17.975793838500977,1640.0,1244.0,True,True,True,True,False,True,False,0.0193214,0.0193214,,,1
H2looP v0.1-multimodal,scan,30_scan_prefix_sum,serial,5.165558099746704,1288.0,1200.0,True,True,True,True,True,True,True,0.010237183,0.010237183,,,1
H2looP v0.1-multimodal,scan,34_scan_largest_contiguous_subarray_sum,mpi,11.137945175170898,1516.0,1288.0,True,True,True,True,True,True,False,3.96e-05,3.96e-05,,,1
H2looP v0.1-multimodal,scan,34_scan_largest_contiguous_subarray_sum,serial,6.41617488861084,1365.0,1245.0,True,True,True,True,True,True,True,2.52e-08,2.52e-08,,,1
H2looP v0.1-multimodal,scan,32_scan_sum_of_prefix_sum_array,mpi,10.962118864059448,1438.0,1217.0,True,True,True,True,True,True,False,0.012061,0.012061,,,1
H2looP v0.1-multimodal,scan,32_scan_sum_of_prefix_sum_array,serial,6.772366046905518,1302.0,1175.0,True,True,True,True,True,True,True,0.0120598832,0.0120598832,,,1
H2looP v0.1-multimodal,scan,31_scan_scan_with_min_function,mpi,10.690993070602415,1522.0,1302.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,scan,31_scan_scan_with_min_function,serial,5.150678873062134,1345.0,1257.0,True,True,True,True,True,True,True,0.0061539248,0.0061539248,,,1
H2looP v0.1-multimodal,graph,17_graph_highest_degree,mpi,10.558876037597656,1490.0,1278.0,True,True,True,True,True,True,True,0.001389,0.0031599166666666,0.4218038262982083,0.2895107081444427,3
H2looP v0.1-multimodal,graph,17_graph_highest_degree,serial,7.197265863418579,1371.0,1234.0,True,True,True,True,True,True,True,3.32e-08,3.32e-08,,,1
H2looP v0.1-multimodal,graph,16_graph_largest_component,mpi,15.54875373840332,1613.0,1278.0,True,True,True,True,True,True,True,0.0720194,0.07998725,0.934262501151298,0.7926811214957384,3
H2looP v0.1-multimodal,graph,16_graph_largest_component,serial,11.68795895576477,1479.0,1234.0,True,True,True,True,True,True,True,0.0744552584,0.0744552584,,,1
H2looP v0.1-multimodal,graph,19_graph_shortest_path,mpi,14.473672866821287,1610.0,1296.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,graph,19_graph_shortest_path,serial,9.862770795822144,1444.0,1250.0,True,False,True,False,False,False,False,,,,,0
H2looP v0.1-multimodal,graph,15_graph_edge_count,mpi,9.613332033157349,1463.0,1274.0,True,True,True,True,True,True,False,0.0664268,0.0664268,,,1
H2looP v0.1-multimodal,graph,15_graph_edge_count,serial,5.2960288524627686,1316.0,1230.0,True,True,True,True,True,True,True,4.18e-08,4.18e-08,,,1
H2looP v0.1-multimodal,graph,18_graph_count_components,mpi,14.16804814338684,1575.0,1276.0,True,True,True,True,True,True,False,0.0765564,0.0765564,,,1
H2looP v0.1-multimodal,graph,18_graph_count_components,serial,10.867100238800049,1449.0,1231.0,True,True,True,True,True,True,True,0.07367375,0.07367375,,,1
Gemma3,geometry,13_geometry_closest_pair_2d,mpi,13.699808835983276,,,True,False,True,False,False,False,False,,,,,0
Gemma3,geometry,13_geometry_closest_pair_2d,serial,6.023669004440308,,,True,True,True,True,True,True,True,4.18e-08,4.18e-08,,,1
Gemma3,geometry,11_geometry_convex_hull_perimeter,mpi,26.62573003768921,,,True,True,True,True,True,False,False,,,,,0
Gemma3,geometry,11_geometry_convex_hull_perimeter,serial,36.66801691055298,,,True,False,True,False,False,False,False,,,,,0
Gemma3,geometry,12_geometry_smallest_triangle,mpi,16.657769918441772,,,True,True,True,True,True,True,True,0.0018185,0.0023655333333333,1.3727129692065634,1.6791861424250756,3
Gemma3,geometry,12_geometry_smallest_triangle,serial,8.929616212844849,,,True,True,True,True,True,True,True,1.68e-08,1.68e-08,,,1
Gemma3,geometry,14_geometry_closest_pair_1d,mpi,9.295701026916504,,,True,True,True,True,True,True,False,0.0456758,0.0456758,,,1
Gemma3,geometry,14_geometry_closest_pair_1d,serial,4.781188011169434,,,True,True,True,True,True,True,True,5e-08,5e-08,,,1
Gemma3,geometry,10_geometry_convex_hull,mpi,39.3166937828064,,,True,False,True,False,False,False,False,,,,,0
Gemma3,geometry,10_geometry_convex_hull,serial,17.68888020515442,,,True,False,True,False,False,False,False,,,,,0
Gemma3,transform,59_transform_map_function,mpi,6.352082252502441,,,True,False,True,False,False,False,False,,,,,0
Gemma3,transform,59_transform_map_function,serial,12.296853065490724,,,True,True,True,True,True,True,True,0.005308975,0.005308975,,,1
Gemma3,transform,57_transform_inverse_offset,mpi,5.718739032745361,,,True,True,True,True,True,True,True,0.00014615,0.0003458166666666,1.979939819458375,4.052001368457065,3
Gemma3,transform,57_transform_inverse_offset,serial,4.308216094970703,,,True,True,True,True,True,True,True,0.0005270252,0.0005270252,,,1
Gemma3,transform,55_transform_relu,mpi,8.308688163757324,,,True,True,True,True,False,True,False,0.022327,0.022327,,,1
Gemma3,transform,55_transform_relu,serial,2.1919970512390137,,,True,True,True,True,True,True,True,0.0186520002,0.0186520002,,,1
Gemma3,transform,56_transform_negate_odds,mpi,7.752763032913208,,,True,True,True,True,False,True,False,0.0074154,0.0074154,,,1
Gemma3,transform,56_transform_negate_odds,serial,3.517190933227539,,,True,True,True,True,True,True,True,0.0026030332,0.0026030332,,,1
Gemma3,transform,58_transform_squaring,mpi,4.215320825576782,,,True,False,True,False,False,False,False,,,,,0
Gemma3,transform,58_transform_squaring,serial,2.252187013626098,,,True,True,True,True,True,True,True,0.00078585,0.00078585,,,1
Gemma3,reduce,26_reduce_product_of_inverses,mpi,6.676949977874756,,,True,True,True,True,True,True,False,0.0129188,0.0129188,,,1
Gemma3,reduce,26_reduce_product_of_inverses,serial,5.08436393737793,,,True,True,True,True,True,False,False,,,,,0
Gemma3,reduce,27_reduce_average,mpi,4.028374910354614,,,True,True,True,True,True,True,True,0.017534,0.0223877666666666,0.8598343492396641,0.5997195334678661,3
Gemma3,reduce,27_reduce_average,serial,2.210131883621216,,,True,True,True,True,True,True,True,0.021387925,0.021387925,,,1
Gemma3,reduce,28_reduce_smallest_odd_number,mpi,30.49078893661499,,,True,True,True,True,True,True,True,0.061108,0.0715562,0.888711783851705,0.7206098084442999,3
Gemma3,reduce,28_reduce_smallest_odd_number,serial,16.645597219467163,,,True,True,True,True,True,True,True,0.0249891832,0.0249891832,,,1
Gemma3,reduce,25_reduce_xor,mpi,7.40852689743042,,,True,True,True,True,True,True,True,0.0508028,0.0611080333333333,0.9014621335793882,0.6670071541765081,3
Gemma3,reduce,25_reduce_xor,serial,3.6177492141723633,,,True,True,True,True,True,True,True,0.0057122166,0.0057122166,,,1
Gemma3,reduce,29_reduce_sum_of_min_of_pairs,mpi,5.5835747718811035,,,True,True,True,True,True,True,False,0.0213496,0.0213496,,,1
Gemma3,reduce,29_reduce_sum_of_min_of_pairs,serial,15.584511041641235,,,True,True,True,True,True,True,True,1.68e-08,1.68e-08,,,1
Gemma3,dense_la,00_dense_la_lu_decomp,mpi,17.01391911506653,,,True,True,True,True,True,False,False,,,,,0
