model,weighted_performance,functional_passes,runtime,model_type
Deepseek Coder V2-lite,0.0,0,1.3991393623402124,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.7482190471655862,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.44524141764525565,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.8994251942651796,Similar-sized
Deepseek Coder V2-lite,0.0,0,1.973344766498584,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.9431235576013824,Similar-sized
Deepseek Coder V2-lite,0.0,0,1.0740192317636672,Similar-sized
Deepseek Coder V2-lite,1.1790473600353268,1,0.8481423511011787,Similar-sized
Deepseek Coder V2-lite,1.3770826229003321,1,0.7261728405909716,Similar-sized
Deepseek Coder V2-lite,2.07705003103405,1,0.48145205221761295,Similar-sized
Deepseek Coder V2-lite,1.7074171121995445,1,0.585679968213374,Similar-sized
Deepseek Coder V2-lite,0.0,0,1.0169925068790562,Similar-sized
Deepseek Coder V2-lite,1.3051150573380306,1,0.7662159702912658,Similar-sized
Deepseek Coder V2-lite,0.0,0,1.4205251700663688,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.7222544150375612,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.49060604286608395,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.24433764529438126,Similar-sized
Deepseek Coder V2-lite,0.0,0,1.4983681801003481,Similar-sized
Deepseek Coder V2-lite,0.0,0,2.904974742481948,Similar-sized
Deepseek Coder V2-lite,0.6243871075091193,1,1.6015705448969328,Similar-sized
Deepseek Coder V2-lite,1.214944257446844,1,0.8230830294234727,Similar-sized
Deepseek Coder V2-lite,2.887774702396975,1,0.3462874022582017,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.5916541021502064,Similar-sized
Deepseek Coder V2-lite,1.071587113032461,1,0.9331952464136319,Similar-sized
Deepseek Coder V2-lite,0.7164207406868128,1,1.395827819056896,Similar-sized
Deepseek Coder V2-lite,1.1933379201325325,1,0.837985605861699,Similar-sized
Deepseek Coder V2-lite,6.052247573377017,1,0.1652278740874479,Similar-sized
Deepseek Coder V2-lite,1.093106896559117,1,0.9148236125376218,Similar-sized
Deepseek Coder V2-lite,0.0,0,1.5069624450903099,Similar-sized
Deepseek Coder V2-lite,1.2465821604315812,1,0.8021934147154717,Similar-sized
Deepseek Coder V2-lite,1.2262071477378738,1,0.8155228925592349,Similar-sized
Deepseek Coder V2-lite,2.024608749277957,1,0.4939225913928473,Similar-sized
Deepseek Coder V2-lite,3.269491175763077,1,0.3058579902013673,Similar-sized
Deepseek Coder V2-lite,3.1648890469778115,1,0.31596684280446147,Similar-sized
Deepseek Coder V2-lite,1.3446005477236582,1,0.7437153002004575,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.22779904936220582,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.3849369835654062,Similar-sized
Deepseek Coder V2-lite,2.315778043645297,1,0.4318203131531063,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.9123980813120809,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.17612381094429477,Similar-sized
Deepseek Coder V2-lite,2.0088375561006293,1,0.49780033082471237,Similar-sized
Deepseek Coder V2-lite,6.601400666849456,1,0.1514830034513348,Similar-sized
Deepseek Coder V2-lite,3.5026394155668936,1,0.285498985580893,Similar-sized
Deepseek Coder V2-lite,3.9036782956059684,1,0.2561686502511268,Similar-sized
Deepseek Coder V2-lite,4.121777555586457,1,0.24261377197433875,Similar-sized
Deepseek Coder V2-lite,0.0,0,0.19209057814397257,Similar-sized
